"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2020","MAR","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,000,000",""
"SURVEY","2020","MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","131,700,000",""
"SURVEY","2020","MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,200,000",""
"SURVEY","2020","MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","141,400,000",""
"SURVEY","2020","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,600,000",""
"SURVEY","2020","MAR","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","407,800,000",""
"SURVEY","2020","MAR","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","51,000,000",""
"SURVEY","2020","MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,800,000",""
"SURVEY","2020","MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,700,000",""
"SURVEY","2020","MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","900,000",""
"SURVEY","2020","MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","112,900,000",""
"SURVEY","2020","MAR","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2020","APR","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","900,000",""
"SURVEY","2020","APR","","STATE","ALASKA","02","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2020","APR","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","39,600,000",""
"SURVEY","2020","APR","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2020","APR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","147,300,000",""
"SURVEY","2020","APR","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","90,400,000",""
"SURVEY","2020","APR","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2020","APR","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","16,100,000",""
"SURVEY","2020","APR","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","800,000",""
"SURVEY","2020","APR","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,600,000",""
"SURVEY","2020","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","249,600,000",""
"SURVEY","2020","APR","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","115,100,000",""
"SURVEY","2020","APR","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","618,400,000",""
"SURVEY","2020","APR","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","391,100,000",""
"SURVEY","2020","APR","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","50,700,000",""
"SURVEY","2020","APR","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2020","APR","","STATE","MARYLAND","24","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,400,000",""
"SURVEY","2020","APR","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","83,800,000",""
"SURVEY","2020","APR","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","191,700,000",""
"SURVEY","2020","APR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2020","APR","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,200,000",""
"SURVEY","2020","APR","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,500,000",""
"SURVEY","2020","APR","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","548,700,000",""
"SURVEY","2020","APR","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2020","APR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,800,000",""
"SURVEY","2020","APR","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,900,000",""
"SURVEY","2020","APR","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2020","APR","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2020","APR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,800,000",""
"SURVEY","2020","APR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","800,000",""
"SURVEY","2020","APR","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,400,000",""
"SURVEY","2020","APR","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","103,300,000",""
"SURVEY","2020","APR","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,700,000",""
"SURVEY","2020","APR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,200,000",""
"SURVEY","2020","APR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,000,000",""
"SURVEY","2020","APR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,900,000",""
"SURVEY","2020","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,300,000",""
"SURVEY","2020","APR","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","363,100,000",""
"SURVEY","2020","APR","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","50,400,000",""
"SURVEY","2020","APR","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","45,500,000",""
"SURVEY","2020","APR","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","51,100,000",""
"SURVEY","2020","APR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2020","APR","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","79,200,000",""
"SURVEY","2020","APR","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2020","MAY","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2020","MAY","","STATE","ALASKA","02","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2020","MAY","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,200,000",""
"SURVEY","2020","MAY","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2020","MAY","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","145,700,000",""
"SURVEY","2020","MAY","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,600,000",""
"SURVEY","2020","MAY","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,400,000",""
"SURVEY","2020","MAY","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,900,000",""
"SURVEY","2020","MAY","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","800,000",""
"SURVEY","2020","MAY","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","31,100,000",""
"SURVEY","2020","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","253,200,000",""
"SURVEY","2020","MAY","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","118,100,000",""
"SURVEY","2020","MAY","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","606,800,000",""
"SURVEY","2020","MAY","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","421,900,000",""
"SURVEY","2020","MAY","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,500,000",""
"SURVEY","2020","MAY","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2020","MAY","","STATE","MARYLAND","24","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2020","MAY","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,500,000",""
"SURVEY","2020","MAY","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","182,400,000",""
"SURVEY","2020","MAY","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","700,000",""
"SURVEY","2020","MAY","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","117,700,000",""
"SURVEY","2020","MAY","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,100,000",""
"SURVEY","2020","MAY","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","462,300,000",""
"SURVEY","2020","MAY","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2020","MAY","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2020","MAY","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,600,000",""
"SURVEY","2020","MAY","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2020","MAY","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,400,000",""
"SURVEY","2020","MAY","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","151,000,000",""
"SURVEY","2020","MAY","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","900,000",""
"SURVEY","2020","MAY","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","28,600,000",""
"SURVEY","2020","MAY","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,200,000",""
"SURVEY","2020","MAY","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,500,000",""
"SURVEY","2020","MAY","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","131,900,000",""
"SURVEY","2020","MAY","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","16,500,000",""
"SURVEY","2020","MAY","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","70,700,000",""
"SURVEY","2020","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","28,700,000",""
"SURVEY","2020","MAY","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","303,000,000",""
"SURVEY","2020","MAY","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,400,000",""
"SURVEY","2020","MAY","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","40,200,000",""
"SURVEY","2020","MAY","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","59,700,000",""
"SURVEY","2020","MAY","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,300,000",""
"SURVEY","2020","MAY","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,500,000",""
"SURVEY","2020","MAY","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2020","JUN","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2020","JUN","","STATE","ALASKA","02","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2020","JUN","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,200,000",""
"SURVEY","2020","JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2020","JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","150,700,000",""
"SURVEY","2020","JUN","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","192,600,000",""
"SURVEY","2020","JUN","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,100,000",""
"SURVEY","2020","JUN","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,600,000",""
"SURVEY","2020","JUN","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","900,000",""
"SURVEY","2020","JUN","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","35,900,000",""
